Age,Gender,Education Level,Job Title,Years of Experience,Salary,Salary_lpa
28,Female,Master's Degree,Senior Software Engineer,5,99747,11.96964
52,Male,Bachelor's Degree,Back end Developer,25,168287,20.19444
28,Female,Master's Degree,Full Stack Engineer,7,115920,13.9104
32,Male,Master's Degree,Senior Project Engineer,11,128078,15.36936
24,Female,Bachelor's Degree,Front end Developer,1,51265,6.1518
43,Male,High School,Senior Software Engineer,22,165919,19.91028
60,Female,PhD,Software Engineer Manager,34,188651,22.63812
24,Male,Master's Degree,Back end Developer,0,55538,6.66456
55,Male,Bachelor's Degree,Senior Project Engineer,28,193964,23.27568
29,Female,Master's Degree,Full Stack Engineer,4,104702,12.56424
44,Male,PhD,Software Engineer Manager,19,172955,20.7546
40,Female,Master's Degree,Senior Software Engineer,16,138032,16.56384
27,Male,Bachelor's Degree,Back end Developer,4,82683,9.92196
43,Male,Master's Degree,Full Stack Engineer,17,155414,18.64968
49,Female,High School,Senior Project Engineer,25,154207,18.50484
30,Male,Master's Degree,Front end Developer,8,107895,12.9474
42,Female,Bachelor's Degree,Senior Software Engineer,18,148446,17.81352
26,Male,Master's Degree,Full Stack Engineer,4,102859,12.34308
41,Female,PhD,Software Engineer Manager,13,138662,16.63944
46,Male,Bachelor's Degree,Senior Project Engineer,23,181699,21.80388
57,Female,Master's Degree,Full Stack Engineer,33,188232,22.58784
22,Female,High School,Back end Developer,0,51832,6.21984
54,Male,PhD,Software Engineer Manager,28,188484,22.61808
42,Female,Master's Degree,Senior Software Engineer,16,138286,16.59432
49,Male,Bachelor's Degree,Full Stack Engineer,22,181132,21.73584
27,Female,Master's Degree,Back end Developer,4,73938,8.87256
36,Male,Bachelor's Degree,Senior Project Engineer,14,119224,14.30688
31,Female,Master's Degree,Full Stack Engineer,6,101186,12.14232
39,Male,Master's Degree,Software Engineer Manager,14,142360,17.0832
41,Female,Bachelor's Degree,Senior Project Engineer,20,151315,18.1578
48,Male,PhD,Full Stack Engineer,23,181021,21.72252
39,Female,Master's Degree,Senior Software Engineer,15,134641,16.15692
48,Male,Bachelor's Degree,Front end Developer,23,173851,20.86212
31,Other,High School,Back end Developer,8,104127,12.49524
47,Male,Master's Degree,Senior Project Engineer,25,178859,21.46308
29,Female,PhD,Full Stack Engineer,5,98568,11.82816
32,Male,Bachelor's Degree,Software Engineer Manager,9,104661,12.55932
38,Female,Master's Degree,Senior Software Engineer,13,134858,16.18296
34,Male,Bachelor's Degree,Back end Developer,10,94502,11.34024
23,Other,High School,Front end Developer,2,62852,7.54224
34,Female,Bachelor's Degree,Full Stack Engineer,8,122485,14.6982
25,Male,PhD,Software Engineer Manager,12,169159,20.29908
43,Male,Master's Degree,Senior Software Engineer,21,187081,22.44972
53,Other,High School,Senior Project Engineer,31,166109,19.93308
27,Female,Master's Degree,Front end Developer,5,78354,9.40248
25,Male,Bachelor's Degree,Back end Developer,2,90249,10.82988
29,Female,Master's Degree,Senior Software Engineer,6,132720,15.9264
52,Male,PhD,Software Engineer Manager,23,161568,19.38816
41,Male,Master's Degree,Front end Developer,13,127346,15.28152
49,Female,Bachelor's Degree,Back end Developer,19,120177,14.42124
25,Other,High School,Full Stack Engineer,2,69032,8.28384
35,Male,Master's Degree,Senior Project Engineer,8,101332,12.15984
57,Female,PhD,Full Stack Engineer,30,121450,14.574
35,Female,Bachelor's Degree,Senior Project Engineer,12,166375,19.965
43,Male,Master's Degree,Senior Software Engineer,21,185119,22.21428
37,Female,Bachelor's Degree,Full Stack Engineer,10,149217,17.90604
50,Male,Master's Degree,Software Engineer Manager,21,166512,19.98144
52,Female,Master's Degree,Senior Software Engineer,28,186963,22.43556
26,Male,Bachelor's Degree,Back end Developer,3,75072,9.00864
34,Female,Master's Degree,Full Stack Engineer,10,163398,19.60776
30,Male,High School,Senior Project Engineer,11,103947,12.47364
60,Female,PhD,Software Engineer Manager,33,179180,21.5016
50,Male,Bachelor's Degree,Back end Developer,23,175966,21.11592
58,Male,Master's Degree,Senior Software Engineer,27,190004,22.80048
35,Female,Master's Degree,Full Stack Engineer,10,152039,18.24468
28,Male,Master's Degree,Front end Developer,5,76742,9.20904
57,Female,PhD,Software Engineer Manager,33,191790,23.0148
46,Female,Bachelor's Degree,Senior Software Engineer,20,139398,16.72776
28,Male,High School,Back end Developer,7,95845,11.5014
34,Male,Master's Degree,Full Stack Engineer,12,160976,19.31712
33,Female,Master's Degree,Senior Project Engineer,9,126753,15.21036
37,Other,Master's Degree,Full Stack Engineer,14,161393,19.36716
33,Male,Master's Degree,Senior Software Engineer,8,139817,16.77804
53,Male,PhD,Software Engineer Manager,25,181714,21.80568
35,Female,Bachelor's Degree,Back end Developer,10,114776,13.77312
30,Male,Master's Degree,Full Stack Engineer,6,105725,12.687
24,Female,High School,Senior Project Engineer,1,52731,6.32772
36,Male,Master's Degree,Front end Developer,8,106492,12.77904
27,Female,Bachelor's Degree,Full Stack Engineer,4,73895,8.8674
23,Male,PhD,Software Engineer Manager,1,119836,14.38032
28,Female,Master's Degree,Senior Software Engineer,5,99747,11.96964
52,Male,Bachelor's Degree,Back end Developer,25,168287,20.19444
28,Female,Master's Degree,Full Stack Engineer,7,115920,13.9104
32,Male,Master's Degree,Senior Project Engineer,11,128078,15.36936
24,Female,Bachelor's Degree,Front end Developer,1,51265,6.1518
43,Male,High School,Senior Software Engineer,22,165919,19.91028
60,Female,PhD,Software Engineer Manager,34,188651,22.63812
24,Male,Master's Degree,Back end Developer,0,55538,6.66456
55,Male,Bachelor's Degree,Senior Project Engineer,28,193964,23.27568
29,Female,Master's Degree,Full Stack Engineer,4,104702,12.56424
44,Male,PhD,Software Engineer Manager,19,172955,20.7546
40,Female,Master's Degree,Senior Software Engineer,16,138032,16.56384
27,Male,Bachelor's Degree,Back end Developer,4,82683,9.92196
43,Male,Master's Degree,Full Stack Engineer,17,155414,18.64968
49,Female,High School,Senior Project Engineer,25,154207,18.50484
30,Male,Master's Degree,Front end Developer,8,107895,12.9474
42,Female,Bachelor's Degree,Senior Software Engineer,18,148446,17.81352
26,Male,Master's Degree,Full Stack Engineer,4,102859,12.34308
41,Female,PhD,Software Engineer Manager,13,138662,16.63944
46,Male,Bachelor's Degree,Senior Project Engineer,23,181699,21.80388
57,Female,Master's Degree,Full Stack Engineer,33,188232,22.58784
22,Female,High School,Back end Developer,0,51832,6.21984
54,Male,PhD,Software Engineer Manager,28,188484,22.61808
42,Female,Master's Degree,Senior Software Engineer,16,138286,16.59432
49,Male,Bachelor's Degree,Full Stack Engineer,22,181132,21.73584
27,Female,Master's Degree,Back end Developer,4,73938,8.87256
36,Male,Bachelor's Degree,Senior Project Engineer,14,119224,14.30688
31,Female,Master's Degree,Full Stack Engineer,6,101186,12.14232
39,Male,Master's Degree,Software Engineer Manager,14,142360,17.0832
41,Female,Bachelor's Degree,Senior Project Engineer,20,151315,18.1578
48,Male,PhD,Full Stack Engineer,23,181021,21.72252
39,Female,Master's Degree,Senior Software Engineer,15,134641,16.15692
48,Male,Bachelor's Degree,Front end Developer,23,173851,20.86212
31,Other,High School,Back end Developer,8,104127,12.49524
47,Male,Master's Degree,Senior Project Engineer,25,178859,21.46308
29,Female,PhD,Full Stack Engineer,5,98568,11.82816
32,Male,Bachelor's Degree,Software Engineer Manager,9,104661,12.55932
38,Female,Master's Degree,Senior Software Engineer,13,134858,16.18296
34,Male,Bachelor's Degree,Back end Developer,10,94502,11.34024
23,Other,High School,Front end Developer,2,62852,7.54224
36,Male,Bachelor's Degree,Front end Developer,14,139095,16.6914
30,Female,Master's Degree,Senior Project Engineer,5,106278,12.75336
28,Male,Master's Degree,Full Stack Engineer,4,90452,10.85424
46,Female,PhD,Software Engineer Manager,23,168304,20.19648
34,Male,Bachelor's Degree,Back end Developer,10,126593,15.19116
44,Male,Master's Degree,Senior Software Engineer,19,152203,18.26436
55,Female,PhD,Software Engineer Manager,30,183138,21.97656
35,Male,Master's Degree,Full Stack Engineer,9,130275,15.633
54,Male,Bachelor's Degree,Senior Project Engineer,29,191915,23.0298
23,Female,High School,Back end Developer,2,62807,7.53684
46,Male,Master's Degree,Senior Software Engineer,21,174305,20.9166
33,Female,Bachelor's Degree,Full Stack Engineer,9,133326,15.99912
26,Male,Master's Degree,Front end Developer,4,75656,9.07872
43,Female,PhD,Software Engineer Manager,19,155944,18.71328
36,Male,Master's Degree,Full Stack Engineer,11,137775,16.533
23,Female,Bachelor's Degree,Senior Project Engineer,0,51831,6.21972
49,Male,Master's Degree,Software Engineer Manager,22,182237,21.86844
35,Female,Master's Degree,Full Stack Engineer,10,151901,18.22812
31,Male,Bachelor's Degree,Back end Developer,8,100052,12.00624
54,Other,High School,Senior Software Engineer,29,158254,18.99048
43,Male,Master's Degree,Full Stack Engineer,20,167207,20.06484
33,Female,Master's Degree,Senior Project Engineer,10,112439,13.49268
52,Female,PhD,Software Engineer Manager,29,194214,23.30568
28,Male,Bachelor's Degree,Full Stack Engineer,5,84407,10.12884
36,Female,Master's Degree,Senior Software Engineer,13,139413,16.72956
43,Male,Bachelor's Degree,Senior Project Engineer,20,143084,17.17008
50,Female,Master's Degree,Full Stack Engineer,25,192344,23.08128
24,Male,PhD,Software Engineer Manager,1,106132,12.73584
52,Male,Master's Degree,Senior Software Engineer,26,184816,22.17792
46,Female,Bachelor's Degree,Back end Developer,19,150248,18.02976
38,Male,Master's Degree,Full Stack Engineer,15,170995,20.5194
29,Male,Bachelor's Degree,Senior Project Engineer,6,88035,10.5642
33,Female,Master's Degree,Front end Developer,10,119419,14.33028
47,Male,PhD,Software Engineer Manager,21,173582,20.82984
45,Female,Master's Degree,Senior Software Engineer,23,174436,20.93232
28,Male,Bachelor's Degree,Back end Developer,4,71699,8.60388
42,Female,Master's Degree,Full Stack Engineer,14,163558,19.62696
46,Male,Bachelor's Degree,Senior Project Engineer,24,166828,20.01936
38,Female,PhD,Software Engineer Manager,15,144496,17.33952
54,Male,Master's Degree,Senior Software Engineer,31,193746,23.24952
33,Female,Master's Degree,Full Stack Engineer,8,122581,14.70972
27,Male,High School,Back end Developer,4,79767,9.57204
50,Female,Bachelor's Degree,Senior Project Engineer,25,177177,21.26124
26,Male,Master's Degree,Full Stack Engineer,4,89843,10.78116
31,Female,Master's Degree,Senior Software Engineer,6,113563,13.62756
35,Male,Bachelor's Degree,Front end Developer,10,128712,15.44544
44,Female,PhD,Software Engineer Manager,18,161621,19.39452
32,Male,Master's Degree,Senior Project Engineer,8,121454,14.57448
54,Male,Bachelor's Degree,Full Stack Engineer,25,179987,21.59844
26,Female,Master's Degree,Front end Developer,3,72649,8.71788
23,Male,PhD,Software Engineer Manager,0,52612,6.31344
48,Female,Master's Degree,Senior Software Engineer,24,184006,22.08072
38,Male,Bachelor's Degree,Back end Developer,12,131960,15.8352
30,Female,Master's Degree,Full Stack Engineer,5,102465,12.2958
40,Male,Master's Degree,Software Engineer Manager,16,149748,17.96976
45,Female,Bachelor's Degree,Senior Project Engineer,22,171036,20.52432
36,Male,Master's Degree,Full Stack Engineer,13,146351,17.56212
52,Male,PhD,Software Engineer Manager,26,185462,22.25544
31,Female,Bachelor's Degree,Senior Software Engineer,7,107718,12.92616
26,Male,Master's Degree,Full Stack Engineer,4,90944,10.91328
30,Female,Master's Degree,Senior Project Engineer,5,100425,12.051
24,Male,Bachelor's Degree,Back end Developer,2,63901,7.66812
45,Male,Master's Degree,Senior Software Engineer,22,181902,21.82824
33,Female,Master's Degree,Full Stack Engineer,9,136533,16.38396
38,Male,Bachelor's Degree,Front end Developer,11,136285,16.3542
54,Female,PhD,Software Engineer Manager,31,191818,23.01816
42,Male,Master's Degree,Full Stack Engineer,19,176643,21.19716
28,Female,Bachelor's Degree,Senior Project Engineer,4,70022,8.40264
30,Male,Master's Degree,Front end Developer,6,99363,11.92356
43,Female,Master's Degree,Senior Software Engineer,19,152944,18.35328
35,Male,Bachelor's Degree,Back end Developer,10,123386,14.80632
44,Male,Master's Degree,Full Stack Engineer,21,168906,20.26872
55,Female,Bachelor's Degree,Senior Project Engineer,30,183020,21.9624
23,Male,High School,Front end Developer,1,47898,5.74776
39,Female,Master's Degree,Senior Software Engineer,14,135853,16.30236
43,Male,Bachelor's Degree,Full Stack Engineer,17,149198,17.90376
29,Male,PhD,Software Engineer Manager,6,106662,12.79944
51,Male,Master's Degree,Senior Software Engineer,28,186610,22.3932
30,Female,Bachelor's Degree,Senior Project Engineer,6,89995,10.7994
26,Male,Master's Degree,Full Stack Engineer,4,85825,10.299
39,Female,PhD,Software Engineer Manager,13,143814,17.25768
49,Male,Master's Degree,Front end Developer,24,174726,20.96712
42,Female,Bachelor's Degree,Senior Software Engineer,20,150534,18.06408
27,Male,Bachelor's Degree,Back end Developer,4,68732,8.24784
43,Male,Master's Degree,Full Stack Engineer,21,187951,22.55412
37,Female,Bachelor's Degree,Senior Project Engineer,13,137336,16.48032
51,Male,PhD,Software Engineer Manager,26,191159,22.93908
29,Female,Master's Degree,Full Stack Engineer,5,102868,12.34416
43,Male,Bachelor's Degree,Senior Software Engineer,20,154281,18.51372
31,Male,Master's Degree,Back end Developer,8,111535,13.3842
30,Female,Master's Degree,Senior Project Engineer,6,107906,12.94872
36,Male,Bachelor's Degree,Full Stack Engineer,13,143885,17.2662
52,Female,PhD,Software Engineer Manager,27,180958,21.71496
28,Male,Master's Degree,Senior Software Engineer,6,108607,13.03284
49,Male,Bachelor's Degree,Back end Developer,24,178284,21.39408
27,Female,Master's Degree,Front end Developer,4,75969,9.11628
41,Male,Master's Degree,Senior Project Engineer,15,143705,17.2446
56,Female,PhD,Software Engineer Manager,31,197354,23.68248
46,Male,Bachelor's Degree,Senior Software Engineer,22,174324,20.91888
32,Female,Master's Degree,Full Stack Engineer,8,123781,14.85372
38,Male,PhD,Software Engineer Manager,12,141735,17.0082
52,Male,Master's Degree,Senior Project Engineer,28,187120,22.4544
24,Female,Bachelor's Degree,Back end Developer,1,61095,7.3314
49,Male,Master's Degree,Full Stack Engineer,22,179045,21.4854
35,Female,Master's Degree,Senior Software Engineer,10,130355,15.6426
31,Male,Bachelor's Degree,Front end Developer,7,103282,12.39384
44,Female,PhD,Software Engineer Manager,18,157872,18.94464
33,Male,Master's Degree,Senior Project Engineer,10,117314,14.07768
54,Male,Bachelor's Degree,Senior Software Engineer,30,186321,22.35852
33,Female,Master's Degree,Full Stack Engineer,11,129686,15.56232
27,Male,High School,Back end Developer,3,68611,8.23332
51,Female,Master's Degree,Senior Project Engineer,25,177913,21.34956
26,Male,Master's Degree,Full Stack Engineer,3,68472,8.21664
31,Female,Master's Degree,Senior Software Engineer,6,113065,13.5678
35,Male,Bachelor's Degree,Front end Developer,9,125091,15.01092
45,Female,PhD,Software Engineer Manager,23,172925,20.751
32,Male,Master's Degree,Senior Project Engineer,9,126916,15.22992
54,Male,Bachelor's Degree,Full Stack Engineer,27,183417,22.01004
26,Female,Master's Degree,Front end Developer,4,76898,9.22776
23,Male,PhD,Software Engineer Manager,1,579,0.06948
26,Female,Bachelor's Degree,Software Engineer,2,65000,7.8
33,Male,Master's Degree,Data Analyst,8,120000,14.4
29,Female,Bachelor's Degree,Product Manager,4,90000,10.8
41,Male,PhD,Data Scientist,15,190000,22.8
35,Female,Master's Degree,Software Engineer,9,140000,16.8
28,Male,Bachelor's Degree,Software Developer,3,75000,9
37,Female,Master's Degree,Data Scientist,11,160000,19.2
33,Male,Bachelor's Degree,Product Manager,8,130000,15.6
24,Female,Master's Degree,Software Engineer,2,60000,7.2
46,Male,PhD,Director of Data Science,20,220000,26.4
29,Female,Bachelor's Degree,Software Developer,5,80000,9.6
31,Male,Master's Degree,Data Scientist,7,130000,15.6
27,Female,Bachelor's Degree,Software Engineer,3,65000,7.8
38,Male,PhD,Senior Data Scientist,13,170000,20.4
30,Female,Master's Degree,Product Manager,6,110000,13.2
25,Male,Bachelor's Degree,Front End Developer,2,50000,6
44,Male,PhD,Director of Data Science,18,210000,25.2
33,Female,Master's Degree,Data Analyst,8,100000,12
22,Male,Bachelor's Degree,Software Engineer,1,50000,6
36,Male,Master's Degree,Product Manager,10,160000,19.2
28,Female,Bachelor's Degree,Software Engineer,4,70000,8.4
41,Male,PhD,Senior Data Scientist,16,190000,22.8
34,Female,Master's Degree,Data Scientist,9,140000,16.8
23,Male,Bachelor's Degree,Software Developer,1,45000,5.4
32,Female,Master's Degree,Product Manager,7,120000,14.4
25,Male,Master's Degree,Software Engineer,2,60000,7.2
37,Female,Bachelor's Degree,Data Analyst,11,150000,18
28,Male,Bachelor's Degree,Software Engineer,4,70000,8.4
41,Female,PhD,Director of Data Science,16,200000,24
34,Male,Master's Degree,Data Analyst,8,100000,12
24,Female,Bachelor's Degree,Software Developer,2,55000,6.6
36,Male,PhD,Senior Data Scientist,12,170000,20.4
30,Female,Bachelor's Degree,Software Engineer,5,90000,10.8
29,Male,Bachelor's Degree,Front End Developer,4,80000,9.6
42,Male,Master's Degree,Product Manager,14,180000,21.6
